split_idx,day,pnl,n_trades,hold_skips,time_skips,dsl_skips,dsl_triggered,total_bars
19,20220316,5681.8400,184,654,766,0,False,4630
19,20220317,714.4700,72,648,757,0,False,4630
19,20220318,7.3850,51,702,736,0,False,4630
19,20220321,-318.2250,115,681,632,0,False,4630
19,20220322,169.8850,51,705,700,0,False,4630
19,20220323,222.5650,69,705,740,0,False,4630
19,20220324,-130.8000,45,733,682,0,False,4630
19,20220325,-60.3800,87,707,724,0,False,4630
19,20220328,-350.0750,55,709,712,0,False,4630
19,20220329,556.2750,65,738,682,0,False,4630
19,20220330,530.4400,44,694,681,0,False,4630
19,20220527,-240.8800,37,675,749,0,False,4630
19,20220531,1743.7100,121,592,824,0,False,4630
19,20220601,1037.5300,128,659,742,0,False,4630
19,20220602,663.2700,77,691,749,0,False,4630
19,20220603,-97.7400,101,678,757,0,False,4630
19,20220606,664.0350,91,696,741,0,False,4630
19,20220607,-559.3100,69,704,726,0,False,4630
19,20220608,333.4600,96,712,721,0,False,4630
19,20220609,-715.2000,105,693,736,0,False,4630
19,20220610,1829.9800,123,641,774,0,False,4630
19,20220613,-353.7150,191,402,1015,0,False,4630
19,20220614,-733.4100,159,690,746,0,False,4630
19,20220615,4409.3750,250,675,761,0,False,4630
19,20220616,321.5500,155,529,909,0,False,4630
19,20220617,1154.3700,187,618,820,0,False,4630
19,20220621,81.1850,56,695,731,0,False,4630
19,20220622,450.2650,89,669,759,0,False,4630
19,20220623,-42.1450,98,697,729,0,False,4630
19,20220624,-172.1100,39,816,591,0,False,4630
19,20220627,310.8800,88,663,760,0,False,4630
20,20220303,1272.8900,164,37,1376,0,False,4630
20,20220304,1857.9600,171,20,1408,0,False,4630
20,20220307,-911.2950,183,24,1408,0,False,4630
20,20220308,-2010.8700,38,16,0,4375,True,4630
20,20220309,819.5250,140,33,1384,0,False,4630
20,20220310,896.8450,122,37,1388,0,False,4630
20,20220311,778.8900,139,235,1205,0,False,4630
20,20220314,191.7950,117,672,746,0,False,4630
20,20220315,-1301.3300,117,682,604,0,False,4630
20,20220316,4238.1000,185,620,816,0,False,4630
20,20220317,464.4700,72,670,827,0,False,4630
20,20220318,321.8000,55,773,640,0,False,4630
20,20220321,-859.4750,115,670,643,0,False,4630
20,20220322,78.6350,51,701,706,0,False,4630
20,20220323,-114.9250,70,707,738,0,False,4630
20,20220324,178.5850,46,731,686,0,False,4630
20,20220325,779.6200,87,697,734,0,False,4630
20,20220328,128.7150,59,719,709,0,False,4630
20,20220329,390.0150,64,738,664,0,False,4630
20,20220330,95.4500,45,768,686,0,False,4630
20,20220628,-1795.1800,107,683,717,0,False,4630
20,20220629,-94.5650,106,702,722,0,False,4630
20,20220630,756.8650,124,595,802,0,False,4630
20,20220701,655.5750,120,685,743,0,False,4630
20,20220705,698.1050,123,670,758,0,False,4630
20,20220706,-357.5800,117,700,740,0,False,4630
20,20220707,193.4550,33,759,597,0,False,4630
20,20220708,-659.3000,70,699,631,0,False,4630
20,20220711,291.1150,49,700,715,0,False,4630
20,20220712,185.6700,67,706,736,0,False,4630
20,20220713,57.9550,108,687,738,0,False,4630
20,20220714,-202.0750,105,694,668,0,False,4630
20,20220715,-278.3600,39,816,622,0,False,4630
20,20220718,141.6900,44,709,690,0,False,4630
20,20220719,-212.1500,35,725,774,0,False,4630
20,20220720,223.9450,82,635,791,0,False,4630
20,20220721,-375.5200,73,647,695,0,False,4630
20,20220722,-221.6400,86,678,625,0,False,4630
20,20220725,393.7150,59,650,737,0,False,4630
20,20220726,789.8450,47,513,905,0,False,4630
21,20220303,4136.6400,164,20,1393,0,False,4630
21,20220304,2425.4600,171,20,1408,0,False,4630
21,20220307,3371.2050,183,24,1408,0,False,4630
21,20220308,-2327.6450,173,16,0,3080,True,4630
21,20220309,134.5250,140,26,1391,0,False,4630
21,20220310,628.0950,122,37,1388,0,False,4630
21,20220311,1962.6400,139,162,1278,0,False,4630
21,20220314,1633.0450,117,664,755,0,False,4630
21,20220315,-2007.7000,105,669,0,1241,True,4630
21,20220316,-2358.6700,133,619,0,1173,True,4630
21,20220317,-671.7700,73,568,820,0,False,4630
21,20220318,-1068.8650,51,681,757,0,False,4630
21,20220321,1533.0250,115,657,656,0,False,4630
21,20220322,86.1350,51,697,708,0,False,4630
21,20220323,733.8150,69,694,751,0,False,4630
21,20220324,-542.6650,46,717,699,0,False,4630
21,20220325,302.1200,87,692,739,0,False,4630
21,20220328,141.1750,55,696,725,0,False,4630
21,20220329,-920.6000,65,705,719,0,False,4630
21,20220330,532.9200,42,702,694,0,False,4630
21,20220727,-2137.1100,39,682,0,1181,True,4630
21,20220728,-1059.4700,53,380,1019,0,False,4630
21,20220729,-420.7300,52,701,734,0,False,4630
21,20220801,44.0950,97,685,752,0,False,4630
21,20220802,-4.2000,80,669,747,0,False,4630
21,20220803,-1090.7800,47,662,724,0,False,4630
21,20220804,-292.5350,59,713,686,0,False,4630
21,20220805,413.2100,71,694,743,0,False,4630
21,20220808,1684.4200,67,697,700,0,False,4630
21,20220809,192.3850,51,700,670,0,False,4630
21,20220810,26.6400,39,754,548,0,False,4630
21,20220811,675.0750,70,692,715,0,False,4630
21,20220812,-406.0300,22,840,631,0,False,4630
21,20220815,-537.2300,27,867,583,0,False,4630
21,20220816,-269.4900,51,818,730,0,False,4630
21,20220817,1048.9750,85,709,680,0,False,4630
21,20220818,-20.8300,42,720,571,0,False,4630
21,20220819,-27.0700,43,765,686,0,False,4630
21,20220822,134.1700,42,715,718,0,False,4630
21,20220823,398.2600,76,698,736,0,False,4630
22,20220303,2920.3900,164,33,1380,0,False,4630
22,20220304,2765.4600,171,20,1408,0,False,4630
22,20220307,-1545.0450,183,24,1408,0,False,4630
22,20220308,-2306.8600,189,16,0,2874,True,4630
22,20220309,1087.0250,140,35,1382,0,False,4630
22,20220310,3146.8450,122,37,1388,0,False,4630
22,20220311,1198.8900,139,199,1241,0,False,4630
22,20220314,150.5450,117,663,756,0,False,4630
22,20220315,299.3150,119,667,628,0,False,4630
22,20220316,1287.4750,185,635,831,0,False,4630
22,20220317,697.6250,75,637,799,0,False,4630
22,20220318,89.8950,52,694,745,0,False,4630
22,20220321,-131.9750,115,657,656,0,False,4630
22,20220322,260.4700,47,695,713,0,False,4630
22,20220323,101.3150,69,698,752,0,False,4630
22,20220324,-241.4150,46,709,708,0,False,4630
22,20220325,-184.1300,87,685,746,0,False,4630
22,20220328,818.6750,55,690,731,0,False,4630
22,20220329,378.1500,65,705,720,0,False,4630
22,20220330,435.4200,42,705,698,0,False,4630
22,20220824,447.2550,38,772,645,0,False,4630
22,20220825,202.2950,42,761,681,0,False,4630
22,20220826,245.9000,90,647,705,0,False,4630
22,20220829,107.7350,86,685,739,0,False,4630
22,20220830,378.7300,123,674,738,0,False,4630
22,20220831,-323.9300,107,663,773,0,False,4630
22,20220901,1061.6350,101,679,745,0,False,4630
22,20220902,300.6950,132,668,765,0,False,4630
22,20220906,502.1250,150,672,741,0,False,4630
22,20220907,326.8900,64,688,633,0,False,4630
22,20220908,3099.8300,108,685,743,0,False,4630
22,20220909,620.5200,52,883,578,0,False,4630
22,20220912,571.3250,70,717,625,0,False,4630
22,20220913,955.1950,82,681,671,0,False,4630
22,20220914,457.1900,94,684,677,0,False,4630
22,20220915,212.3800,113,654,780,0,False,4630
22,20220916,-169.7250,90,682,744,0,False,4630
22,20220919,405.2250,85,654,783,0,False,4630
22,20220920,-198.0400,71,655,767,0,False,4630
22,20220921,-2220.7200,178,711,0,933,True,4630
23,20220303,3324.1400,164,33,1380,0,False,4630
23,20220304,1024.2100,171,20,1408,0,False,4630
23,20220307,-1653.7950,183,24,1408,0,False,4630
23,20220308,-2014.3700,188,16,0,2882,True,4630
23,20220309,1332.0250,140,33,1384,0,False,4630
23,20220310,3069.3450,122,37,1388,0,False,4630
23,20220311,812.6400,139,195,1245,0,False,4630
23,20220314,71.7950,117,664,755,0,False,4630
23,20220315,382.4400,119,667,623,0,False,4630
23,20220316,5033.0900,184,664,824,0,False,4630
23,20220317,406.3250,70,628,785,0,False,4630
23,20220318,-132.6050,52,691,748,0,False,4630
23,20220321,561.7750,115,658,655,0,False,4630
23,20220322,84.2200,47,697,712,0,False,4630
23,20220323,135.0550,68,695,753,0,False,4630
23,20220324,-253.9150,46,704,712,0,False,4630
23,20220325,-157.8800,87,687,744,0,False,4630
23,20220328,436.1750,55,692,729,0,False,4630
23,20220329,373.1500,65,703,721,0,False,4630
23,20220330,367.9400,44,681,695,0,False,4630
23,20220922,-435.3300,92,665,770,0,False,4630
23,20220923,887.1700,92,614,815,0,False,4630
23,20220926,837.6000,135,576,858,0,False,4630
23,20220927,315.8350,146,645,786,0,False,4630
23,20220928,-184.1300,87,639,782,0,False,4630
23,20220929,-348.8400,116,623,804,0,False,4630
23,20220930,-645.7350,114,593,838,0,False,4630
23,20221003,595.1250,75,660,766,0,False,4630
23,20221004,188.1700,67,660,778,0,False,4630
23,20221005,-170.4600,79,647,793,0,False,4630
23,20221006,1404.8900,114,617,801,0,False,4630
23,20221007,99.5200,77,659,770,0,False,4630
23,20221010,1254.7900,104,677,760,0,False,4630
