split_idx,day,pnl,n_trades,hold_skips,time_skips,total_bars
30,20220513,-1962.4900,126,658,776,4630
30,20220516,2272.7500,150,668,672,4630
30,20220517,1529.9100,116,703,714,4630
30,20220518,-2839.0650,156,533,904,4630
30,20220519,3528.8200,257,612,826,4630
30,20220520,1253.2200,197,580,849,4630
30,20220523,758.8900,139,699,727,4630
30,20220524,3279.3600,186,651,776,4630
30,20220525,1156.7500,175,497,935,4630
30,20220526,146.7500,50,670,749,4630
30,20220527,-268.3800,37,686,738,4630
30,20220531,1174.9600,121,580,836,4630
30,20220601,997.5300,128,669,732,4630
30,20220602,792.0200,77,708,732,4630
30,20220603,-412.7400,101,684,751,4630
30,20220606,804.0350,91,700,737,4630
30,20220607,24.4400,69,704,726,4630
30,20220608,544.7100,96,715,718,4630
30,20220609,-781.4500,105,701,728,4630
30,20220610,967.4800,123,637,778,4630
30,20220613,-1707.4650,191,552,865,4630
30,20220614,125.3400,159,636,800,4630
30,20220615,8439.3850,251,647,792,4630
30,20220616,-1082.2000,155,385,1053,4630
30,20220617,1599.3700,187,608,830,4630
30,20220621,-92.5650,56,698,728,4630
30,20220622,339.0150,89,678,750,4630
30,20220623,282.8550,98,699,727,4630
30,20220624,-22.7350,39,793,613,4630
30,20220627,607.1300,88,678,745,4630
31,20220429,-1264.2550,137,544,894,4630
31,20220502,1040.1500,265,583,857,4630
31,20220503,1034.8950,177,507,908,4630
31,20220504,18707.2800,228,671,766,4630
31,20220505,3462.9900,299,514,910,4630
31,20220506,-439.4300,307,612,826,4630
31,20220509,-1039.0100,224,564,872,4630
31,20220510,2695.6100,311,537,903,4630
31,20220511,-2567.5200,248,569,867,4630
31,20220512,-2237.9250,270,454,981,4630
31,20220513,-3167.4900,126,648,786,4630
31,20220516,2514.0000,150,666,674,4630
31,20220517,2638.6600,116,696,721,4630
31,20220518,-1461.5650,156,534,903,4630
31,20220519,-217.4300,257,612,826,4630
31,20220520,-173.0300,197,554,875,4630
31,20220523,208.8900,139,697,729,4630
31,20220524,1759.3600,186,652,775,4630
31,20220525,4583.0000,175,445,987,4630
31,20220526,-295.7600,49,679,751,4630
31,20220628,-750.1800,107,696,704,4630
31,20220629,852.9350,106,711,713,4630
31,20220630,214.3650,124,582,815,4630
31,20220701,1708.0750,120,694,734,4630
31,20220705,198.1050,123,688,740,4630
31,20220706,349.9200,117,710,730,4630
31,20220707,-139.0450,33,770,584,4630
31,20220708,713.2000,70,707,623,4630
31,20220711,84.8650,49,707,707,4630
31,20220712,706.9200,67,707,733,4630
31,20220713,-228.2950,108,691,734,4630
31,20220714,789.1750,105,704,658,4630
31,20220715,111.6400,39,803,635,4630
31,20220718,-369.5200,48,683,684,4630
31,20220719,-257.7750,35,701,777,4630
31,20220720,355.1950,82,633,793,4630
31,20220721,-741.7700,73,654,688,4630
31,20220722,567.1100,86,682,621,4630
31,20220725,427.4650,59,662,725,4630
31,20220726,689.8450,47,521,897,4630
32,20220429,3469.4950,137,544,894,4630
32,20220502,-5016.1000,265,571,869,4630
32,20220503,657.3950,177,515,900,4630
32,20220504,-21395.2200,228,667,770,4630
32,20220505,9287.9900,299,517,907,4630
32,20220506,4391.8200,307,583,855,4630
32,20220509,-939.0100,224,542,894,4630
32,20220510,2479.3600,311,545,895,4630
32,20220511,1148.7300,248,558,878,4630
32,20220512,3019.5750,270,448,987,4630
32,20220513,-2096.2400,126,634,800,4630
32,20220516,717.7500,150,658,682,4630
32,20220517,-3553.8400,116,692,725,4630
32,20220518,2979.6850,156,524,913,4630
32,20220519,-5284.9300,257,604,834,4630
32,20220520,-1221.7800,197,515,914,4630
32,20220523,-1972.3600,139,670,756,4630
32,20220524,-3451.8900,186,645,782,4630
32,20220525,-3690.7500,175,425,1007,4630
32,20220526,-623.2500,50,633,786,4630
32,20220727,-3840.5700,68,614,827,4630
32,20220728,-624.4700,53,403,996,4630
32,20220729,-388.2300,52,705,730,4630
32,20220801,-665.9050,97,703,732,4630
32,20220802,9.5500,80,681,735,4630
32,20220803,-908.2800,47,666,720,4630
32,20220804,-350.0350,59,720,679,4630
32,20220805,445.7100,71,700,737,4630
32,20220808,1584.4200,67,711,686,4630
32,20220809,224.8850,51,701,667,4630
32,20220810,-69.6200,38,703,536,4630
32,20220811,777.5750,70,697,710,4630
32,20220812,-259.7700,23,812,633,4630
32,20220815,-494.7200,28,816,524,4630
32,20220816,-421.9900,51,713,726,4630
32,20220817,947.7250,85,715,674,4630
32,20220818,-242.0700,43,711,566,4630
32,20220819,-65.2050,42,712,680,4630
32,20220822,264.1700,42,710,716,4630
32,20220823,555.7600,76,707,727,4630
33,20220429,225.7450,137,549,889,4630
33,20220502,-5028.6000,265,581,859,4630
33,20220503,1348.6450,177,522,893,4630
33,20220504,-3083.9700,228,673,764,4630
33,20220505,5939.2400,299,531,893,4630
33,20220506,2275.5700,307,591,847,4630
33,20220509,-1987.7600,224,551,885,4630
33,20220510,123.1100,311,555,885,4630
33,20220511,-1091.2700,248,571,865,4630
33,20220512,528.3250,270,499,936,4630
33,20220513,-2533.7400,126,639,795,4630
33,20220516,1060.2500,150,658,682,4630
33,20220517,1064.9100,116,688,729,4630
33,20220518,-762.8150,156,541,896,4630
33,20220519,2973.8200,257,614,824,4630
33,20220520,391.9700,197,540,889,4630
33,20220523,490.1400,139,679,747,4630
33,20220524,-480.6400,186,645,782,4630
33,20220525,-165.7500,175,461,971,4630
33,20220526,-313.2500,50,639,780,4630
33,20220824,516.0350,41,730,645,4630
33,20220825,198.5550,43,743,672,4630
33,20220826,933.4000,90,653,699,4630
33,20220829,-232.2650,86,692,732,4630
33,20220830,458.7300,123,684,728,4630
33,20220831,-221.4300,107,669,767,4630
33,20220901,1046.6350,101,692,732,4630
33,20220902,-461.8050,132,676,757,4630
33,20220906,2149.6250,150,686,727,4630
33,20220907,526.8900,64,699,622,4630
33,20220908,3272.3300,108,708,720,4630
33,20220909,726.1550,53,817,607,4630
33,20220912,1019.4500,70,721,614,4630
33,20220913,-846.6400,86,661,688,4630
33,20220914,-190.3100,94,692,667,4630
33,20220915,-98.8700,113,564,870,4630
33,20220916,-209.7250,90,685,741,4630
33,20220919,73.9750,85,659,778,4630
33,20220920,-508.0400,71,667,755,4630
33,20220921,2891.8400,184,578,911,4630
34,20220429,413.2450,137,550,888,4630
34,20220502,-5114.8500,265,578,862,4630
34,20220503,1022.3950,177,522,893,4630
34,20220504,-8846.4700,228,673,764,4630
34,20220505,6929.2400,299,529,895,4630
34,20220506,2508.0700,307,588,850,4630
34,20220509,-1676.5100,224,552,884,4630
34,20220510,1160.6100,311,553,887,4630
34,20220511,-1668.7700,248,564,872,4630
34,20220512,1092.0750,270,485,950,4630
34,20220513,-3000.6550,122,642,794,4630
34,20220516,1980.2500,150,660,680,4630
34,20220517,-71.3400,116,688,729,4630
34,20220518,-342.8150,156,527,910,4630
34,20220519,3776.3200,257,610,828,4630
34,20220520,163.2200,197,537,892,4630
34,20220523,450.1400,139,678,748,4630
34,20220524,-43.1400,186,644,783,4630
34,20220525,-1293.2500,175,458,974,4630
34,20220526,-323.2500,50,641,778,4630
34,20220922,-710.3300,92,672,763,4630
34,20220923,602.1700,92,616,813,4630
34,20220926,576.3500,135,590,844,4630
34,20220927,2088.3350,146,650,781,4630
34,20220928,-571.6300,87,653,768,4630
34,20220929,-622.5900,116,631,796,4630
34,20220930,408.0150,114,594,837,4630
34,20221003,878.8750,75,667,759,4630
34,20221004,420.0350,66,666,767,4630
34,20221005,-586.7100,79,664,776,4630
34,20221006,1339.8900,114,652,766,4630
34,20221007,335.7700,77,673,756,4630
34,20221010,829.7900,104,693,744,4630
34,20221011,-573.3950,98,685,755,4630
34,20221012,898.4400,94,700,728,4630
34,20221013,2902.4400,244,674,759,4630
34,20221014,1417.8100,156,672,744,4630
34,20221017,-339.9550,67,700,734,4630
34,20221018,-992.4500,130,551,886,4630
34,20221019,1025.9400,94,543,857,4630
35,20220527,-513.3800,37,672,752,4630
35,20220531,-1163.7900,121,583,833,4630
35,20220601,1476.2800,128,652,749,4630
35,20220602,-1490.4800,77,699,741,4630
35,20220603,-436.4900,101,671,764,4630
35,20220606,2554.0350,91,681,756,4630
35,20220607,191.9400,69,700,730,4630
35,20220608,920.9600,96,711,722,4630
35,20220609,-135.2000,105,691,738,4630
35,20220610,1303.7300,123,624,791,4630
35,20220613,-1956.2150,191,517,900,4630
35,20220614,1199.0900,159,639,797,4630
35,20220615,9736.8850,251,641,798,4630
35,20220616,-107.2000,155,304,1134,4630
35,20220617,361.8700,187,596,842,4630
35,20220621,-37.5650,56,691,735,4630
35,20220622,205.2650,89,668,760,4630
35,20220623,1921.6050,98,683,743,4630
35,20220624,-318.9850,39,875,535,4630
35,20220627,159.6300,88,658,765,4630
35,20220628,489.8200,107,690,710,4630
35,20220629,1167.9350,106,706,718,4630
35,20220630,-580.6350,124,609,788,4630
35,20220701,558.0750,120,689,739,4630
35,20220705,-821.8950,123,679,749,4630
35,20220706,664.9200,117,693,745,4630
35,20220707,25.9050,28,740,701,4630
35,20220708,706.9500,70,702,628,4630
35,20220711,102.3650,49,703,711,4630
35,20220712,591.9200,67,698,742,4630
35,20220713,-285.7950,108,687,738,4630
35,20220714,-440.8250,105,690,672,4630
35,20220715,144.1400,39,775,663,4630
35,20220718,-173.2700,48,678,689,4630
35,20220719,-157.7150,41,654,773,4630
35,20220720,290.1950,82,639,787,4630
35,20220721,-1339.2700,73,659,683,4630
35,20220722,742.1100,86,691,612,4630
35,20220725,27.4650,59,669,718,4630
35,20220726,658.5950,47,502,917,4630
36,20220527,-380.8800,37,651,773,4630
36,20220531,-1078.7900,121,558,858,4630
36,20220601,2723.7800,128,618,783,4630
36,20220602,-1462.9800,77,685,755,4630
36,20220603,-61.4900,101,662,773,4630
36,20220606,1896.5350,91,676,761,4630
36,20220607,1001.9400,69,685,745,4630
36,20220608,762.2100,96,710,723,4630
36,20220609,-322.7000,105,680,749,4630
36,20220610,1481.2300,123,627,788,4630
36,20220613,-3667.4650,191,504,913,4630
36,20220614,714.0900,159,638,798,4630
36,20220615,9684.3850,251,633,806,4630
36,20220616,-19.7000,155,337,1101,4630
36,20220617,433.1200,187,574,864,4630
36,20220621,152.4350,56,682,744,4630
36,20220622,516.5150,89,653,775,4630
36,20220623,2060.3550,98,673,753,4630
36,20220624,-410.2350,39,774,632,4630
36,20220627,440.8800,88,635,788,4630
36,20220727,2905.0650,69,658,841,4630
36,20220728,-929.4700,53,373,1026,4630
36,20220729,-420.7300,52,692,743,4630
36,20220801,829.0950,97,693,742,4630
36,20220802,-511.7000,80,677,739,4630
36,20220803,-983.2800,47,660,726,4630
36,20220804,-135.0350,59,727,672,4630
36,20220805,253.2100,71,696,741,4630
36,20220808,1751.9200,67,700,697,4630
36,20220809,259.8850,51,697,671,4630
36,20220810,152.8800,38,687,552,4630
36,20220811,265.0750,70,695,712,4630
36,20220812,-112.2700,23,771,675,4630
36,20220815,-514.7200,28,748,583,4630
36,20220816,-36.9900,51,712,727,4630
36,20220817,420.2250,85,712,677,4630
36,20220818,-74.5700,43,701,576,4630
36,20220819,-75.2050,42,709,683,4630
36,20220822,106.6700,42,707,720,4630
36,20220823,500.7600,76,710,724,4630
37,20220527,-167.1300,37,650,774,4630
37,20220531,-81.2900,121,569,847,4630
37,20220601,2251.2800,128,626,775,4630
37,20220602,672.0200,77,683,757,4630
37,20220603,-1005.2400,101,661,774,4630
37,20220606,869.0350,91,673,764,4630
37,20220607,536.9400,69,678,752,4630
37,20220608,824.7100,96,706,727,4630
37,20220609,-1271.4500,105,679,750,4630
37,20220610,1401.2300,123,624,791,4630
37,20220613,-2622.4650,191,518,899,4630
37,20220614,389.0900,159,625,811,4630
37,20220615,6461.8850,251,626,813,4630
37,20220616,-740.9500,155,309,1129,4630
37,20220617,828.1200,187,575,863,4630
37,20220621,312.4350,56,683,743,4630
37,20220622,614.0150,89,653,775,4630
37,20220623,910.3550,98,666,760,4630
37,20220624,-22.7350,39,754,652,4630
37,20220627,599.6300,88,626,797,4630
37,20220824,631.0350,41,706,669,4630
37,20220825,363.5450,42,717,686,4630
37,20220826,-242.8500,90,661,691,4630
37,20220829,-187.2650,86,687,737,4630
37,20220830,676.2300,123,666,746,4630
37,20220831,-216.4300,107,666,770,4630
37,20220901,1069.1350,101,685,739,4630
37,20220902,90.6950,132,672,761,4630
37,20220906,925.8750,150,673,740,4630
37,20220907,46.8900,64,691,630,4630
37,20220908,3189.8300,108,703,725,4630
37,20220909,774.9050,53,752,672,4630
37,20220912,678.2000,70,712,621,4630
37,20220913,-1292.8900,86,646,703,4630
37,20220914,-57.8100,94,678,681,4630
37,20220915,-963.8700,113,589,845,4630
37,20220916,300.2750,90,683,743,4630
37,20220919,485.2250,85,654,783,4630
37,20220920,1014.4600,71,667,755,4630
37,20220921,-2130.6800,182,531,912,4630
38,20220527,-280.8800,37,652,772,4630
38,20220531,-933.7900,121,569,847,4630
38,20220601,2116.2800,128,629,772,4630
38,20220602,234.5200,77,684,756,4630
38,20220603,-1152.7400,101,662,773,4630
38,20220606,591.5350,91,675,762,4630
38,20220607,1018.1900,69,677,753,4630
38,20220608,725.9600,96,707,726,4630
38,20220609,-1938.9500,105,680,749,4630
38,20220610,1516.2300,123,624,791,4630
38,20220613,-2284.9650,191,515,902,4630
38,20220614,421.5900,159,623,813,4630
38,20220615,9389.3850,251,629,810,4630
38,20220616,-524.7000,155,356,1082,4630
38,20220617,813.1200,187,582,856,4630
38,20220621,199.9350,56,683,743,4630
38,20220622,161.5150,89,655,773,4630
38,20220623,1962.8550,98,667,759,4630
38,20220624,-10.2350,39,761,645,4630
38,20220627,654.6300,88,624,799,4630
38,20220922,95.9200,92,673,762,4630
38,20220923,1447.1700,92,623,806,4630
38,20220926,885.1000,135,584,850,4630
38,20220927,1629.5850,146,658,773,4630
38,20220928,500.8700,87,641,780,4630
38,20220929,12.4100,116,614,813,4630
38,20220930,-510.7350,114,600,831,4630
38,20221003,656.3750,75,668,758,4630
38,20221004,437.5350,66,663,770,4630
38,20221005,575.7900,79,649,791,4630
38,20221006,1052.3900,114,626,792,4630
38,20221007,-65.4800,77,663,766,4630
38,20221010,1647.2900,104,676,761,4630
38,20221011,-1725.8950,98,678,762,4630
38,20221012,-221.5600,94,696,732,4630
38,20221013,8007.4400,244,670,763,4630
38,20221014,785.3100,156,672,744,4630
38,20221017,-204.9550,67,695,739,4630
38,20221018,101.3000,130,564,873,4630
38,20221019,1243.4400,94,548,852,4630
39,20220628,1006.0700,107,670,730,4630
39,20220629,1031.6850,106,686,738,4630
39,20220630,-3714.3850,124,572,825,4630
39,20220701,1335.5750,120,681,747,4630
39,20220705,-5.6450,123,667,761,4630
39,20220706,2912.4200,117,682,756,4630
39,20220707,8.4050,28,815,672,4630
39,20220708,1308.2000,70,686,644,4630
39,20220711,302.3650,49,698,716,4630
39,20220712,-483.0800,67,689,751,4630
39,20220713,649.2050,108,667,758,4630
39,20220714,-434.5750,105,682,680,4630
39,20220715,140.3900,39,794,657,4630
39,20220718,-1152.0200,48,670,697,4630
39,20220719,-251.4650,41,633,797,4630
39,20220720,607.6950,82,604,822,4630
39,20220721,-655.5200,73,635,707,4630
39,20220722,1284.6100,86,673,630,4630
39,20220725,-517.5350,59,639,748,4630
39,20220726,191.0950,47,507,911,4630
39,20220727,3973.8250,70,630,838,4630
39,20220728,-469.4700,53,399,1000,4630
39,20220729,-170.7300,52,730,706,4630
39,20220801,691.5950,97,683,752,4630
39,20220802,-1201.7000,80,679,737,4630
39,20220803,-453.2800,47,664,723,4630
39,20220804,-128.7850,59,696,703,4630
39,20220805,680.7100,71,694,743,4630
39,20220808,1799.4200,67,695,702,4630
39,20220809,299.8850,51,696,672,4630
39,20220810,94.1000,35,748,718,4630
39,20220811,405.0750,70,690,717,4630
39,20220812,-364.7700,23,1023,484,4630
39,20220815,-394.7000,30,1024,469,4630
39,20220816,-381.9900,51,729,731,4630
39,20220817,-187.2750,85,703,686,4630
39,20220818,60.4300,43,748,529,4630
39,20220819,-363.9550,42,711,702,4630
39,20220822,16.0650,44,736,722,4630
39,20220823,380.7600,76,699,735,4630
40,20220628,-1298.9300,107,665,735,4630
40,20220629,322.9350,106,684,740,4630
40,20220630,-1720.6350,124,582,815,4630
40,20220701,2638.0750,120,670,758,4630
40,20220705,1886.8550,123,662,766,4630
40,20220706,2042.4200,117,675,763,4630
40,20220707,173.4450,32,804,691,4630
40,20220708,1349.4500,70,680,650,4630
40,20220711,13.6150,49,696,718,4630
40,20220712,-498.0800,67,679,761,4630
40,20220713,960.4550,108,663,762,4630
40,20220714,1275.4250,105,676,686,4630
40,20220715,297.8900,39,783,666,4630
40,20220718,-890.8100,44,682,702,4630
40,20220719,-55.8900,36,689,788,4630
40,20220720,1072.6950,82,616,810,4630
40,20220721,258.2300,73,621,721,4630
40,20220722,760.8600,86,665,638,4630
40,20220725,-41.2850,59,632,755,4630
40,20220726,-37.6650,46,516,911,4630
40,20220824,525.4000,40,788,573,4630
40,20220825,486.0450,42,757,645,4630
40,20220826,-350.3500,90,655,697,4630
40,20220829,-289.7650,86,682,742,4630
40,20220830,851.2300,123,668,744,4630
40,20220831,-576.4300,107,664,772,4630
40,20220901,1309.1350,101,676,748,4630
40,20220902,715.6950,132,667,766,4630
40,20220906,1507.1250,150,671,742,4630
40,20220907,1054.3900,64,675,646,4630
40,20220908,2894.8300,108,695,733,4630
40,20220909,884.2900,54,878,640,4630
40,20220912,925.7000,70,739,624,4630
40,20220913,-1343.5550,82,656,695,4630
40,20220914,-200.3100,94,677,682,4630
40,20220915,-146.3700,113,541,893,4630
40,20220916,1496.5250,90,675,751,4630
40,20220919,1240.2250,85,649,788,4630
40,20220920,684.4600,71,668,754,4630
40,20220921,-4960.0450,183,521,924,4630
41,20220628,-1353.9300,107,669,731,4630
41,20220629,272.9350,106,682,742,4630
41,20220630,-2016.8850,124,575,822,4630
41,20220701,2523.0750,120,674,754,4630
41,20220705,1325.6050,123,662,766,4630
41,20220706,1837.4200,117,679,759,4630
41,20220707,123.4450,32,834,661,4630
41,20220708,1156.9500,70,682,648,4630
41,20220711,-111.3850,49,697,717,4630
41,20220712,-500.5800,67,687,753,4630
41,20220713,832.9550,108,662,763,4630
41,20220714,866.6750,105,677,685,4630
41,20220715,377.8900,39,802,646,4630
41,20220718,-859.5600,44,671,700,4630
41,20220719,-198.9950,38,652,786,4630
41,20220720,785.1950,82,614,812,4630
41,20220721,151.9800,73,627,715,4630
41,20220722,840.8600,86,672,631,4630
41,20220725,44.9650,59,630,757,4630
41,20220726,328.5950,47,508,910,4630
41,20220922,80.9200,92,669,766,4630
41,20220923,1182.1700,92,617,812,4630
41,20220926,1277.6000,135,572,862,4630
41,20220927,1759.5850,146,653,778,4630
41,20220928,-81.6300,87,643,778,4630
41,20220929,-25.0900,116,624,803,4630
41,20220930,-908.2350,114,593,838,4630
41,20221003,923.8750,75,665,761,4630
41,20221004,498.1600,66,664,770,4630
41,20221005,829.5400,79,659,781,4630
41,20221006,1054.8900,114,616,802,4630
41,20221007,-521.7300,77,660,769,4630
41,20221010,591.0400,104,677,760,4630
41,20221011,-2037.1450,98,674,766,4630
41,20221012,-171.5600,94,685,743,4630
41,20221013,7087.4400,244,671,762,4630
41,20221014,1155.3100,156,672,744,4630
41,20221017,60.0450,67,693,741,4630
41,20221018,-684.9500,130,544,893,4630
41,20221019,1205.9400,94,531,869,4630
42,20220727,4051.9400,69,701,828,4630
42,20220728,984.2800,53,413,987,4630
42,20220729,389.2700,52,722,714,4630
42,20220801,355.3450,97,683,752,4630
42,20220802,399.5500,80,683,733,4630
42,20220803,856.7200,47,663,724,4630
42,20220804,863.7150,59,692,707,4630
42,20220805,-64.2900,71,693,744,4630
42,20220808,-1190.5800,67,693,704,4630
42,20220809,144.8850,51,693,675,4630
42,20220810,164.1200,37,730,542,4630
42,20220811,-836.1750,70,688,719,4630
42,20220812,553.9800,23,968,499,4630
42,20220815,205.2800,28,932,459,4630
42,20220816,-45.7300,52,715,730,4630
42,20220817,-457.2750,85,702,687,4630
42,20220818,512.9300,43,730,547,4630
42,20220819,-335.2050,42,713,685,4630
42,20220822,-13.2800,47,748,716,4630
42,20220823,-26.7400,76,700,734,4630
42,20220824,532.9000,40,799,562,4630
42,20220825,96.0450,42,759,643,4630
42,20220826,-2791.6000,90,658,694,4630
42,20220829,1475.2350,86,691,733,4630
42,20220830,371.2300,123,673,739,4630
42,20220831,13.5700,107,666,770,4630
42,20220901,1511.6350,101,688,736,4630
42,20220902,-4356.8050,132,672,761,4630
42,20220906,-859.1250,150,671,742,4630
42,20220907,1326.8900,64,691,630,4630
42,20220908,1407.3300,108,695,733,4630
42,20220909,661.1450,52,833,630,4630
42,20220912,321.9500,70,740,624,4630
42,20220913,-1418.5550,82,665,690,4630
42,20220914,-566.5600,94,679,680,4630
42,20220915,-1067.6200,113,539,895,4630
42,20220916,619.0250,90,681,745,4630
42,20220919,470.2250,85,657,780,4630
42,20220920,481.9600,71,664,758,4630
42,20220921,-4308.1600,184,522,930,4630
43,20220727,3883.1800,68,606,835,4630
43,20220728,424.2800,53,409,991,4630
43,20220729,74.2700,52,726,710,4630
43,20220801,860.3450,97,681,754,4630
43,20220802,32.0500,80,677,739,4630
43,20220803,516.7200,47,664,723,4630
43,20220804,546.2150,59,686,713,4630
43,20220805,660.7100,71,690,747,4630
43,20220808,646.9200,67,688,709,4630
43,20220809,282.3850,51,694,674,4630
43,20220810,172.8600,36,712,722,4630
43,20220811,-96.1750,70,684,723,4630
43,20220812,109.0000,25,919,483,4630
43,20220815,-269.7200,28,1016,489,4630
43,20220816,-444.4900,51,719,732,4630
43,20220817,-29.7750,85,698,691,4630
43,20220818,369.2000,45,737,525,4630
43,20220819,-223.9550,42,707,706,4630
43,20220822,-290.8600,39,712,720,4630
43,20220823,463.2600,76,694,740,4630
43,20220922,505.9200,92,669,766,4630
43,20220923,-107.8300,92,613,816,4630
43,20220926,-164.9000,135,571,863,4630
43,20220927,-2382.9150,146,643,788,4630
43,20220928,1473.3700,87,637,784,4630
43,20220929,476.1600,116,626,801,4630
43,20220930,-1908.2350,114,590,841,4630
43,20221003,1261.3750,75,662,765,4630
43,20221004,657.5350,66,659,774,4630
43,20221005,1598.2900,79,653,787,4630
43,20221006,-217.6100,114,614,804,4630
43,20221007,-535.4800,77,664,765,4630
43,20221010,1674.7900,104,680,757,4630
43,20221011,-1260.8950,98,672,768,4630
43,20221012,-286.5600,94,683,745,4630
43,20221013,13974.9400,244,671,762,4630
43,20221014,-2309.6900,156,672,744,4630
43,20221017,305.0450,67,687,747,4630
43,20221018,466.3000,130,545,892,4630
43,20221019,202.1900,94,527,873,4630
44,20220824,374.7850,41,788,592,4630
44,20220825,608.5450,42,748,655,4630
44,20220826,1663.4000,90,650,702,4630
44,20220829,-794.7650,86,690,734,4630
44,20220830,358.7300,123,670,742,4630
44,20220831,-253.9300,107,666,770,4630
44,20220901,1119.1350,101,685,739,4630
44,20220902,431.9450,132,670,763,4630
44,20220906,1144.6250,150,671,742,4630
44,20220907,9.3900,64,689,632,4630
44,20220908,2422.3300,108,696,732,4630
44,20220909,799.8950,52,829,634,4630
44,20220912,1095.7000,70,737,626,4630
44,20220913,-516.0550,82,667,687,4630
44,20220914,-151.5600,94,679,680,4630
44,20220915,96.1300,113,549,885,4630
44,20220916,1565.2750,90,680,746,4630
44,20220919,961.4750,85,654,783,4630
44,20220920,834.4600,71,660,762,4630
44,20220921,-5709.4100,184,516,925,4630
44,20220922,-214.0800,92,670,765,4630
44,20220923,1284.6700,92,614,815,4630
44,20220926,3347.6000,135,573,861,4630
44,20220927,4494.5850,146,649,782,4630
44,20220928,-656.6300,87,637,784,4630
44,20220929,-637.5900,116,622,805,4630
44,20220930,26.7650,114,590,841,4630
44,20221003,1036.3750,75,665,762,4630
44,20221004,260.6600,66,658,776,4630
44,20221005,-500.4600,79,651,789,4630
44,20221006,-192.6100,114,619,799,4630
44,20221007,944.5200,77,663,766,4630
44,20221010,1087.2900,104,681,756,4630
44,20221011,-3020.8950,98,674,766,4630
44,20221012,-361.5600,94,690,738,4630
44,20221013,-2966.3100,244,669,764,4630
44,20221014,1695.3100,156,672,744,4630
44,20221017,-207.4550,67,694,740,4630
44,20221018,781.3000,130,539,898,4630
44,20221019,1290.9400,94,529,871,4630
